Club;Nacionalidad;Jugadores;Promedio edad;Promedio Rating;Promedio Altura;Promedio Peso
Royal Mouscron;Serbia;4;24.5;65.25;189;82.5
Royal Mouscron;Uganda;1;19;65;177;74
Royal Mouscron;Uruguay;1;18;56;180;70
RSC Anderlecht;Algeria;1;26;76;178;68
RSC Anderlecht;Belgium;8;23;69.625;181.625;78.875
RSC Anderlecht;Colombia;1;21;62;176;89
RSC Anderlecht;France;2;25;73.5;176.5;70
RSC Anderlecht;Ghana;2;21;68;175;76.5
RSC Anderlecht;Honduras;1;24;74;171;69
RSC Anderlecht;Ivory Coast;1;18;63;184;75
RSC Anderlecht;Netherlands;1;26;72;190;80
RSC Anderlecht;Poland;1;25;78;185;76
RSC Anderlecht;Romania;2;25;74;172.5;68.5
RSC Anderlecht;Senegal;2;27;73;186;80
RSC Anderlecht;Serbia;2;26;71.5;183.5;80.5
RSC Anderlecht;Spain;2;30.5;72;180;73.5
RSC Anderlecht;Sweden;1;24;69;189;83
Rubin Kazan;Belgium;1;24;76;176;63
Rubin Kazan;Brazil;1;28;79;190;85
Rubin Kazan;Cameroon;1;29;77;185;74
Rubin Kazan;Croatia;1;24;72;178;68
Rubin Kazan;France;1;26;79;182;80
Rubin Kazan;Peru;1;27;78;185;83
Rubin Kazan;Russia;20;25.45;66.1;181.8;74.6
Rubin Kazan;Spain;2;28;77;183.5;76
Rubin Kazan;Switzerland;1;25;70;181;73
Rubin Kazan;Turkey;1;37;75;168;68
Ruch Chorzów;Bulgaria;1;22;65;189;78
Ruch Chorzów;Latvia;1;26;64;188;70
Ruch Chorzów;Poland;23;23.8695652173913;60.8695652173913;183.04347826087;74.4782608695652
Ruch Chorzów;Slovakia;1;31;60;191;85
Sagan Tosu;Argentina;1;27;69;190;84
Sagan Tosu;Colombia;1;26;75;188;80
Sagan Tosu;Japan;21;27.9047619047619;62.5238095238095;178.571428571429;73.5714285714286
Sagan Tosu;Korea Republic;2;27.5;63.5;183.5;74
Salerno;Bosnia Herzegovina;1;19;58;185;83
Salerno;Brazil;2;23;63;182.5;75
Salerno;Cameroon;1;20;68;184;84
Salerno;Ghana;1;20;67;170;69
Salerno;Greece;1;20;56;180;71
Salerno;Italy;19;26.3684210526316;65.3157894736842;181.105263157895;73.8947368421053
Salerno;Portugal;1;26;67;186;80
Salerno;Senegal;1;23;72;194;80
Sampdoria;Argentina;1;28;76;188;84
Sampdoria;Belgium;1;22;77;181;78
Sampdoria;Brazil;1;25;74;177;75
Sampdoria;Colombia;1;25;77;178;79
Sampdoria;Croatia;2;22.5;67;189;79.5
Sampdoria;Czech Republic;1;21;74;186;73
Sampdoria;Italy;10;29;71.1;184;78.8
Sampdoria;Lithuania;1;18;54;195;85
Sampdoria;Nigeria;1;21;62;186;85
Sampdoria;Paraguay;1;32;74;182;78
Sampdoria;Poland;2;23;74;179;75.5
Sampdoria;Portugal;1;22;77;179;75
Sampdoria;Serbia;1;25;75;181;72
Sampdoria;Slovakia;1;22;70;187;80
Sampdoria;Switzerland;1;28;69;183;77
Sampdoria;Uruguay;1;21;75;168;64
San Juan;Argentina;24;26.6666666666667;63.7083333333333;178.25;74.625
San Juan;Colombia;1;31;70;175;68
San Juan;Paraguay;1;27;65;180;75
San Juan;Uruguay;2;27;64;176;75.5
San Lorenzo;Argentina;26;26.4230769230769;68.5384615384615;178.384615384615;74.9615384615385
San Lorenzo;Chile;1;22;70;180;70
San Lorenzo;Paraguay;2;27;71;179;75
San Lorenzo;Uruguay;1;30;74;170;73
San Luis;Argentina;3;29.3333333333333;62.6666666666667;183.333333333333;77.6666666666667
San Luis;Chile;24;25.375;63.125;176.708333333333;74.125
San Luis;Uruguay;1;24;63;180;75
Sanfrecce Hiroshima;Brazil;2;24.5;70;178;79
Sanfrecce Hiroshima;Croatia;1;37;69;177;68
Sanfrecce Hiroshima;Japan;27;25.962962962963;62.4074074074074;177.666666666667;71.5185185185185
Sangju Sangmu;Korea Republic;28;26.8571428571429;66.25;181.178571428571;74.7857142857143
Santa Cruz;Brazil;20;29.6;68.6;181.35;77.75
Santa Fe;Argentina;25;27.68;66.32;176.92;73.44
Santa Fe;Paraguay;2;27.5;67.5;179;79
Santa Fe;Uruguay;1;32;73;181;74
Santos;Brazil;20;28.4;69.35;179.75;75.1
Santos Laguna;Argentina;3;28.6666666666667;73;183.666666666667;85
Santos Laguna;Cape Verde;1;26;72;188;85
Santos Laguna;Colombia;3;21.6666666666667;66;182.333333333333;78.6666666666667
Santos Laguna;Mexico;16;22.75;66.125;177.6875;71.3125
Santos Laguna;Paraguay;1;30;73;165;71
Santos Laguna;United States;2;25.5;68.5;178;72
Santos Laguna;Uruguay;1;23;72;179;77
São Paulo;Brazil;20;28.6;68.45;182.95;77.2
Sarandí;Argentina;26;25.8846153846154;65.4615384615385;179.269230769231;74.9615384615385
Sarandí;Paraguay;1;26;66;182;85
Sarandí;Uruguay;3;27.3333333333333;67;181.666666666667;78
Sarpsborg 08 FF;Denmark;3;26.6666666666667;61.6666666666667;187.333333333333;78.6666666666667
Sarpsborg 08 FF;Finland;1;25;64;185;77
Sarpsborg 08 FF;Nigeria;1;19;59;182;75
Sarpsborg 08 FF;Norway;17;25;61.8823529411765;182.588235294118;77.5882352941177
Sarpsborg 08 FF;Serbia;1;22;62;187;73
Sarpsborg 08 FF;Sweden;1;28;62;177;70
Sassuolo;France;1;25;75;179;77
Sassuolo;Ghana;1;24;76;178;78
Sassuolo;Italy;24;27.2083333333333;73.5;183.458333333333;76.5416666666667
Sassuolo;Netherlands;1;23;74;188;84
Sassuolo;Spain;1;19;74;183;70
SC Bastia;Algeria;3;28;70.3333333333333;180;73.3333333333333
SC Bastia;Congo;1;28;71;190;78
SC Bastia;France;17;26.5294117647059;69.1176470588235;179.529411764706;74.8823529411765
SC Bastia;Ghana;1;20;63;180;79
SC Bastia;Guinea;1;26;74;182;76
SC Bastia;Ivory Coast;1;20;57;178;74
SC Bastia;Mali;2;21.5;63;175;71
SC Bastia;Morocco;1;27;74;180;73
SC Bastia;Sweden;1;28;73;175;77
SC Braga;Argentina;3;23.6666666666667;72.3333333333333;176;70
SC Braga;Brazil;8;28.25;74.375;179.5;72
SC Braga;Egypt;1;24;76;191;85
SC Braga;Montenegro;1;25;76;184;76
SC Braga;Portugal;13;23.8461538461538;71.9230769230769;183.384615384615;75.6153846153846
SC Braga;Russia;1;22;64;178;75
SC Braga;Serbia;2;23.5;72.5;186;79.5
SC Braga;Uruguay;1;22;74;185;79
SC Freiburg;Albania;1;27;72;172;71
SC Freiburg;Germany;17;25.5882352941176;71.2352941176471;184.882352941176;79.3529411764706
SC Freiburg;Italy;1;23;76;180;76
SC Freiburg;Norway;1;23;71;187;80
SC Freiburg;Palestine;1;24;59;190;81
SC Freiburg;Poland;1;29;72;190;81
SC Freiburg;Serbia;1;26;72;175;71
SC Freiburg;Slovakia;1;32;66;184;87
SC Freiburg;Spain;1;31;73;187;88
SC Freiburg;Switzerland;1;21;57;185;75
SC Freiburg;Turkey;1;20;73;187;84
SC Heerenveen;Belgium;2;22;68;183;78
SC Heerenveen;Curacao;1;20;61;181;77
SC Heerenveen;Denmark;2;21;65;182.5;76
SC Heerenveen;Iran;1;29;71;180;81
SC Heerenveen;Japan;1;24;71;182;72
SC Heerenveen;Kosovo;1;22;74;176;72
SC Heerenveen;Netherlands;16;23;66.9375;184.5;77.125
SC Heerenveen;Norway;3;19;66.3333333333333;180.333333333333;73
SC Heerenveen;Sweden;1;23;77;180;76
SCR Altach;Austria;22;25.3636363636364;61.6363636363636;181.863636363636;75.3636363636364
SCR Altach;Brazil;1;25;65;182;77
SCR Altach;Cameroon;2;25.5;64;182;77.5
SCR Altach;France;1;18;54;173;62
SCR Altach;Switzerland;1;24;60;172;68
Scunthorpe Utd;England;18;23.7222222222222;60.6111111111111;185.166666666667;75.2777777777778
Scunthorpe Utd;Gibraltar;1;31;64;183;72
Scunthorpe Utd;Netherlands;1;25;66;185;90
Scunthorpe Utd;Republic of Ireland;2;29;65;183;73.5
Scunthorpe Utd;Scotland;2;25;64.5;182.5;72.5
Scunthorpe Utd;United States;1;22;64;173;65
Scunthorpe Utd;Wales;1;31;66;188;85
SD Eibar;Argentina;2;25.5;77;181;75.5
SD Eibar;France;1;25;79;190;81
SD Eibar;Japan;1;28;78;169;63
SD Eibar;Portugal;1;26;77;190;83
SD Eibar;Spain;26;24.9230769230769;70.7692307692308;181.038461538462;73.3076923076923
SD Huesca;Brazil;1;24;70;176;76
SD Huesca;Equatorial Guinea;1;24;66;178;70
SD Huesca;France;1;21;68;181;78
SD Huesca;Montenegro;1;19;62;175;70
SD Huesca;Portugal;1;27;69;189;90
SD Huesca;Serbia;1;27;69;176;74
SD Huesca;Spain;21;27.7142857142857;66.4285714285714;181.190476190476;75.4761904761905
SD Huesca;Venezuela;1;24;72;177;75
Seongnam FC;Australia;1;29;69;184;74
Seongnam FC;Brazil;2;29;68;178.5;70.5
Seongnam FC;Croatia;1;29;65;195;80
Seongnam FC;Korea Republic;24;27.7916666666667;62.8333333333333;179.625;72.4166666666667
Sevilla Atlét.;Cameroon;2;20;66.5;179;76
Sevilla Atlét.;Colombia;1;18;66;168;54
Sevilla Atlét.;France;1;18;64;175;55
Sevilla Atlét.;Georgia;1;22;71;187;78
Sevilla Atlét.;Spain;19;20.8421052631579;67.3157894736842;178.315789473684;72.2105263157895
Sevilla Atlét.;Ukraine;1;19;64;171;63
Sevilla Atlét.;Uruguay;2;21;68.5;184;74.5
Sevilla FC;Argentina;6;25.6666666666667;76.1666666666667;179;75.1666666666667
Sevilla FC;Brazil;2;28.5;79.5;180.5;73.5
Sevilla FC;Denmark;1;33;82;170;68
Sevilla FC;France;6;27.6666666666667;80.8333333333333;180.5;75.3333333333333
Sevilla FC;Italy;1;28;82;186;82
Sevilla FC;Montenegro;1;27;80;183;79
Sevilla FC;Portugal;1;28;81;180;80
Sevilla FC;Spain;10;23;72.9;184.8;77.5
Shakhtar Donetsk;Argentina;2;25.5;73;188.5;80.5
Shakhtar Donetsk;Brazil;7;27.4285714285714;77.7142857142857;173.428571428571;69.8571428571429
Shakhtar Donetsk;Croatia;1;34;81;178;72
Shakhtar Donetsk;Ukraine;17;25;71.2352941176471;183;75.2352941176471
Shamrock Rovers;Canada;1;32;62;190;86
Shamrock Rovers;Northern Ireland;1;30;59;175;72
Shamrock Rovers;Republic of Ireland;23;21.9130434782609;56.304347826087;180.95652173913;74.0434782608696
Sheffield Utd;England;16;25.3125;64.0625;182.375;75.125
Sheffield Utd;Northern Ireland;2;25.5;66;180;76
Sheffield Utd;Republic of Ireland;3;23.3333333333333;63;179.666666666667;72
Sheffield Utd;Scotland;4;25.25;66.25;175;68.5
Sheffield Utd;Wales;3;27;66;181.333333333333;75.3333333333333
Sheffield Wed;Czech Republic;1;31;69;185;82
Sheffield Wed;England;14;25.7142857142857;68.9285714285714;179.642857142857;73.4285714285714
Sheffield Wed;France;1;26;70;190;82
Sheffield Wed;Italy;1;27;74;172;67
Sheffield Wed;Kosovo;1;27;66;197;85
Sheffield Wed;Netherlands;2;31.5;71;181.5;71.5
Sheffield Wed;Portugal;2;29.5;70;179.5;73.5
Sheffield Wed;Republic of Ireland;1;32;76;188;86
Sheffield Wed;Scotland;5;28;71.6;179;70.6
Sheffield Wed;Switzerland;1;30;72;180;75
Sheffield Wed;Wales;1;23;65;185;78
Shonan Bellmare;Australia;1;29;60;187;78
Shonan Bellmare;Brazil;2;33;68;184;80.5
Shonan Bellmare;Japan;19;26.7368421052632;60.1578947368421;177.736842105263;70.7894736842105
Shonan Bellmare;Korea Republic;1;19;56;186;80
Shonan Bellmare;Timor-Leste;1;32;63;181;80
Shrewsbury;Canada;1;27;67;192;80
Shrewsbury;DR Congo;1;25;63;193;78
Shrewsbury;Egypt;1;32;64;180;88
Shrewsbury;England;19;24.3157894736842;59.5263157894737;182.473684210526;76.3684210526316
Shrewsbury;Nigeria;1;24;62;187;79
Shrewsbury;Northern Ireland;1;27;62;188;79
Shrewsbury;Republic of Ireland;1;29;64;176;75
Shrewsbury;Scotland;1;23;66;184;83
Shrewsbury;Wales;2;19.5;60.5;181.5;74
Silkeborg IF;Denmark;21;23.3809523809524;58;186.761904761905;79.7619047619048
Silkeborg IF;Georgia;1;24;61;186;81
Silkeborg IF;Ghana;1;23;68;179;78
Silkeborg IF;United States;1;21;67;180;73
Sint-Truiden;Angola;1;25;69;173;74
Sint-Truiden;Belgium;14;22.2857142857143;64.7857142857143;182.571428571429;73.9285714285714
Sint-Truiden;Chile;1;21;69;176;71
Sint-Truiden;France;3;24.3333333333333;68;183.333333333333;76
Sint-Truiden;Germany;2;29;67;190;83.5
Sint-Truiden;Ivory Coast;1;27;67;175;67
Sint-Truiden;Portugal;1;30;71;185;78
Sint-Truiden;Spain;2;24.5;66;179;72.5
Sint-Truiden;Togo;1;25;70;176;71
Sint-Truiden;Ukraine;1;26;71;185;78
SJ Earthquakes;Albania;1;29;71;169;62
SJ Earthquakes;Argentina;1;30;66;185;78
SJ Earthquakes;Brazil;1;20;60;188;90
SJ Earthquakes;Costa Rica;1;27;65;179;70
SJ Earthquakes;El Salvador;1;27;70;170;73
SJ Earthquakes;Germany;1;28;72;181;77
SJ Earthquakes;Honduras;1;34;71;187;86
SJ Earthquakes;Jamaica;2;29.5;66.5;180;72.5
SJ Earthquakes;Netherlands;1;26;67;186;81
SJ Earthquakes;New Zealand;1;23;56;178;73
SJ Earthquakes;Panama;2;26;68;181;79.5
SJ Earthquakes;South Africa;1;23;55;165;70
SJ Earthquakes;Trinidad & Tobago;1;24;64;175;68
SJ Earthquakes;United States;13;25.4615384615385;64.7692307692308;179.615384615385;77.7692307692308
SK Brann;Costa Rica;2;27;67.5;180;81.5
SK Brann;Faroe Islands;1;24;58;187;82
SK Brann;Finland;1;23;57;185;82
SK Brann;Netherlands;1;28;70;188;81
SK Brann;Norway;15;24.8666666666667;62.8666666666667;183.733333333333;76.6
SK Brann;Poland;1;32;69;194;88
SK Brann;Sweden;1;31;65;186;81
SK Brann;United States;1;30;62;190;88
SK Rapid Wien;Austria;18;23.6111111111111;66.1111111111111;181;74.3888888888889
SK Rapid Wien;Brazil;1;20;67;187;78
SK Rapid Wien;Croatia;2;24.5;68.5;181.5;73.5
SK Rapid Wien;Georgia;1;23;68;193;82
SK Rapid Wien;Germany;1;36;69;173;72
SK Rapid Wien;Hungary;1;21;65;179;73
SK Rapid Wien;Iceland;1;23;70;182;75
SK Rapid Wien;Slovakia;1;33;65;199;94
SK Rapid Wien;Spain;1;32;63;186;80
SK Sturm Graz;Australia;1;25;66;179;66
SK Sturm Graz;Austria;21;24.1904761904762;63.7142857142857;181.047619047619;74.4285714285714
SK Sturm Graz;Germany;2;29;68;187.5;80.5
SK Sturm Graz;Greece;1;23;66;186;78
SK Sturm Graz;Norway;1;22;64;182;70
SK Sturm Graz;Turkey;1;22;64;169;72
SKN St. Pölten;Austria;18;25.6111111111111;59.5555555555556;180.055555555556;74.8333333333333
SKN St. Pölten;Bosnia Herzegovina;2;22.5;55.5;186;80
SKN St. Pölten;France;1;28;59;193;85
SKN St. Pölten;Guinea;1;26;62;193;88
SKN St. Pölten;Netherlands;2;22;64;182.5;70
SKN St. Pölten;Romania;1;28;64;179;71
SKN St. Pölten;Senegal;1;23;67;180;66
SKN St. Pölten;Serbia;1;24;61;185;80
SL Benfica;Argentina;3;25;78.6666666666667;175.333333333333;71.6666666666667
SL Benfica;Brazil;7;29.1428571428571;78.2857142857143;185.571428571429;79.7142857142857
SL Benfica;Croatia;1;18;68;195;84
SL Benfica;Greece;2;28;78.5;188.5;82.5
SL Benfica;Mexico;1;25;78;190;76
SL Benfica;Peru;1;25;78;180;73
SL Benfica;Portugal;10;24.6;73.4;176.7;71
SL Benfica;Serbia;3;22.3333333333333;76;178.666666666667;73.6666666666667
SL Benfica;Spain;1;21;78;176;71
SL Benfica;Sweden;1;22;79;187;80
?l?sk Wroc?aw;FYR Macedonia;1;32;67;178;70
?l?sk Wroc?aw;Germany;1;23;66;183;74
?l?sk Wroc?aw;Japan;1;25;67;180;70
?l?sk Wroc?aw;Poland;12;27.3333333333333;63.8333333333333;181.916666666667;75.5
?l?sk Wroc?aw;Portugal;2;27.5;66;175;71.5
?l?sk Wroc?aw;Serbia;1;25;66;173;70
?l?sk Wroc?aw;Slovakia;3;30;65.3333333333333;183.666666666667;75.3333333333333
?l?sk Wroc?aw;Spain;2;28;64;180;72.5
Sligo Rovers;England;4;21;58.5;179.25;70
Sligo Rovers;Kenya;1;19;57;188;80
Sligo Rovers;Northern Ireland;1;21;55;183;83
Sligo Rovers;Republic of Ireland;17;22.4117647058824;55.0588235294118;178.176470588235;71.2352941176471
SM Caen;Benin;2;28;73;182;79.5
SM Caen;Comoros;1;25;67;172;65
SM Caen;Croatia;1;27;73;190;90
SM Caen;France;18;27.0555555555556;70.2777777777778;180.277777777778;73.5555555555556
SM Caen;Haiti;2;26.5;72.5;176.5;74.5
SM Caen;Ivory Coast;2;21.5;66;182.5;77.5
SM Caen;Senegal;1;25;71;187;85
SM Caen;Tunisia;2;31;72;188;81.5
Sogndal;Denmark;1;20;56;188;79
Sogndal;Estonia;1;29;65;172;64
Sogndal;France;1;28;64;189;85
Sogndal;Ghana;1;22;68;178;76
Sogndal;Iceland;1;26;63;174;76
Sogndal;Nigeria;1;20;63;173;66
Sogndal;Norway;18;23.0555555555556;58;181.944444444444;74.7777777777778
SønderjyskE;Austria;1;24;63;191;87
SønderjyskE;Brazil;1;26;61;182;81
SønderjyskE;Croatia;1;37;64;188;86
SønderjyskE;Denmark;18;24.3333333333333;61.9444444444444;183.166666666667;78.3333333333333
SønderjyskE;Faroe Islands;1;19;51;185;80
SønderjyskE;Finland;1;27;65;186;76
SønderjyskE;Iceland;1;28;66;188;72
SønderjyskE;Netherlands;1;31;67;190;85
SønderjyskE;Sweden;1;24;64;184;85
SønderjyskE;Zimbabwe;1;27;55;170;64
Sounders FC;Cameroon;1;19;59;178;79
Sounders FC;Cuba;1;31;79;180;75
Sounders FC;France;1;24;47;180;71
Sounders FC;Ghana;1;23;57;166;65
Sounders FC;Jamaica;1;25;61;175;70
Sounders FC;Mexico;1;23;62;188;86
Sounders FC;Panama;1;31;72;187;96
Sounders FC;Sweden;1;30;72;184;83
Sounders FC;Switzerland;1;30;69;191;88
Sounders FC;Trinidad & Tobago;1;25;67;180;73
Sounders FC;United States;14;25.1428571428571;64.9285714285714;183.142857142857;79.2857142857143
Sounders FC;Uruguay;2;29.5;73.5;177.5;70.5
Southampton;Curacao;1;27;70;185;77
Southampton;Denmark;1;21;75;185;84
Southampton;England;16;24.3125;70.375;181.0625;76.6875
Southampton;France;2;25;72;178.5;69.5
Southampton;Italy;1;25;80;186;81
Southampton;Japan;1;28;75;189;78
Southampton;Morocco;1;23;80;170;60
Southampton;Netherlands;2;25;80;181;79
Southampton;Northern Ireland;1;32;77;173;72
Southampton;Portugal;1;25;79;172;67
Southampton;Republic of Ireland;1;30;77;178;70
Southampton;Romania;1;28;73;193;84
Southampton;Serbia;1;28;79;181;76
Southampton;Spain;1;25;75;183;83
Southampton;Uruguay;1;29;81;180;78
Southampton;Wales;1;24;67;178;72
Southend United;Cyprus;2;24.5;63;181;68.5
Southend United;England;17;25.2352941176471;62.8235294117647;182.705882352941;74.4117647058823
Southend United;France;1;35;65;183;76
Southend United;Jamaica;1;28;61;174;64
Southend United;Japan;1;19;53;193;75
Southend United;Nigeria;1;20;53;173;70
Southend United;Northern Ireland;1;24;65;183;78
Southend United;Republic of Ireland;4;29.75;64.75;180.25;75
Sp. Charleroi;Angola;1;24;73;180;72
Sp. Charleroi;Belgium;9;22.8888888888889;62.6666666666667;180.111111111111;71.2222222222222
Sp. Charleroi;Comoros;1;27;70;171;69
Sp. Charleroi;Congo;1;31;70;176;73
Sp. Charleroi;DR Congo;1;27;68;182;78
Sp. Charleroi;France;5;29.6;70.2;183.8;76.6
Sp. Charleroi;FYR Macedonia;1;22;63;186;79
Sp. Charleroi;Greece;1;29;69;178;71
Sp. Charleroi;Ivory Coast;1;21;67;190;82
Sp. Charleroi;Peru;1;22;65;173;68
Sp. Charleroi;Senegal;3;26.3333333333333;70;184.333333333333;74
Sp. Charleroi;Spain;1;33;72;181;73
Sp. Charleroi;Tunisia;1;32;73;185;81
Spal;Brazil;1;19;54;175;70
Spal;Ghana;1;18;52;185;76
Spal;Italy;25;25.72;64.6;182.12;75.8
Spal;Senegal;1;19;51;202;81
Sparta R'dam;Australia;2;24;65;181;75.5
Sparta R'dam;Austria;1;29;70;182;76
Sparta R'dam;Belgium;2;24.5;67.5;179;70.5
Sparta R'dam;Cape Verde;1;26;70;177;69
Sparta R'dam;Finland;1;24;63;185;74
Sparta R'dam;France;1;25;64;181;72
Sparta R'dam;Guinea;1;26;63;190;87
Sparta R'dam;Netherlands;19;23.7368421052632;64.2105263157895;185.736842105263;78.2631578947368
Sparta R'dam;Spain;1;21;65;174;64
Spartak Moscow;Brazil;3;27.3333333333333;78.6666666666667;180.666666666667;76
Spartak Moscow;Bulgaria;1;29;78;182;78
Spartak Moscow;Cape Verde;1;26;77;185;84
Spartak Moscow;Georgia;1;24;74;172;64
Spartak Moscow;Germany;1;29;80;186;80
Spartak Moscow;Italy;1;30;78;186;86
Spartak Moscow;Netherlands;1;25;81;174;70
Spartak Moscow;Paraguay;1;26;75;178;70
Spartak Moscow;Russia;20;24.85;69;184.1;77.65
Sport;Brazil;20;30;67.9;180.9;76.1
Sport. Lokeren;Algeria;1;25;68;185;75
Sport. Lokeren;Belgium;9;26;64.8888888888889;184.555555555556;76.7777777777778
Sport. Lokeren;Cameroon;2;26;64.5;182.5;76
Sport. Lokeren;Croatia;2;23;66.5;180.5;73
Sport. Lokeren;England;1;26;64;180;79
Sport. Lokeren;Ghana;1;22;63;179;70
Sport. Lokeren;Greece;1;30;70;183;76
Sport. Lokeren;Iceland;1;29;68;170;65
Sport. Lokeren;Ivory Coast;1;37;70;180;69
Sport. Lokeren;Netherlands;1;24;68;176;75
Sport. Lokeren;Norway;1;20;64;178;71
Sport. Lokeren;Senegal;1;21;66;187;82
Sport. Lokeren;Serbia;1;30;66;193;80
Sport. Lokeren;Slovakia;1;22;65;191;85
Sport. Lokeren;South Africa;1;24;71;174;67
Sport. Lokeren;Switzerland;1;32;69;188;83
Sport. Lokeren;Ukraine;1;23;68;175;66
Sporting CP;Angola;1;20;69;175;66
Sporting CP;Argentina;1;23;77;183;75
Sporting CP;Brazil;3;25.3333333333333;74;176.666666666667;71.6666666666667
Sporting CP;Colombia;1;20;65;185;76
Sporting CP;Costa Rica;2;28;78.5;183;75
Sporting CP;Italy;1;27;77;187;76
Sporting CP;Lithuania;1;22;72;187;78
Sporting CP;Netherlands;4;26.5;76;190.5;79.5
Sporting CP;Portugal;13;24.0769230769231;77;181.384615384615;76
Sporting CP;Scotland;1;21;73;169;61
Sporting CP;Slovenia;1;25;66;192;89
Sporting CP;Uruguay;1;26;80;196;92
Sporting Gijón;Brazil;1;26;72;171;67
Sporting Gijón;Cameroon;1;21;69;178;76
Sporting Gijón;Croatia;1;27;75;184;73
Sporting Gijón;France;1;30;74;182;84
Sporting Gijón;Ivory Coast;1;26;75;203;87
Sporting Gijón;Nigeria;1;29;71;184;76
Sporting Gijón;Qatar;1;20;69;177;72
Sporting Gijón;Spain;25;24.8;69.36;180.24;74.32
Sporting Gijón;Venezuela;1;32;75;191;84
Sporting KC;Brazil;1;22;65;175;62
Sporting KC;Canada;1;22;57;180;73
Sporting KC;Chile;1;23;68;179;77
Sporting KC;Colombia;1;23;70;172;68
Sporting KC;England;1;26;73;175;82
Sporting KC;Ghana;1;20;60;170;64
Sporting KC;Guinea Bissau;1;26;75;172;65
Sporting KC;Haiti;1;27;72;178;77
Sporting KC;Honduras;1;30;71;180;77
Sporting KC;Hungary;1;20;62;185;68
Sporting KC;Lebanon;1;24;64;178;75
Sporting KC;Spain;1;26;68;180;77
Sporting KC;United States;14;26.3571428571429;65.2142857142857;183.571428571429;79
Spurs;Argentina;1;25;81;181;80
Spurs;Australia;1;19;55;190;90
Spurs;Austria;1;24;78;187;92
Spurs;Belgium;3;28.6666666666667;83.3333333333333;187;89
Spurs;Cyprus;1;20;57;179;73
Spurs;Denmark;1;25;85;180;76
Spurs;England;13;21.3846153846154;70.2307692307692;181.230769230769;76.8461538461538
Spurs;France;3;26.3333333333333;81.3333333333333;183.333333333333;82
Spurs;Japan;1;19;57;178;58
Spurs;Kenya;1;25;79;184;87
Spurs;Korea Republic;1;24;79;183;77
Spurs;Netherlands;2;27.5;78.5;183.5;86
Spurs;Slovakia;1;22;57;176;70
Spurs;Spain;1;22;73;189;79
Spurs;United States;1;19;67;183;92
Spurs;Wales;1;23;78;182;76
St. Johnstone;England;1;28;63;178;64
St. Johnstone;Northern Ireland;2;31.5;65.5;183;83
St. Johnstone;Republic of Ireland;2;26.5;64;180.5;72
St. Johnstone;Scotland;18;26.8888888888889;62.5;179.666666666667;72.6111111111111
St. Johnstone;Wales;1;19;50;178;70
St. Pats;England;1;37;52;177;81
St. Pats;Republic of Ireland;24;24.1666666666667;57.7083333333333;179.375;72.375
Stabæk Fotball;Belgium;1;22;63;180;74
Stabæk Fotball;Denmark;1;27;61;171;67
Stabæk Fotball;France;1;24;58;183;74
Stabæk Fotball;India;1;25;60;194;90
Stabæk Fotball;Ivory Coast;3;22.6666666666667;67;184;78
Stabæk Fotball;Norway;16;21.8125;58.0625;179.9375;72.25
Stade Brestois;Brazil;1;27;66;187;85
Stade Brestois;France;22;24.6363636363636;65.1818181818182;180.727272727273;74.9090909090909
Stade Brestois;Italy;1;25;69;169;64
Stade Brestois;Senegal;1;21;64;185;77
Stade de Reims;Argentina;1;29;73;185;74
Stade de Reims;Brazil;1;29;74;178;79
Stade de Reims;Cape Verde;1;29;65;185;68
Stade de Reims;DR Congo;1;23;63;182;69
Stade de Reims;France;19;24.3684210526316;66.1578947368421;185.894736842105;79.3684210526316
Stade de Reims;Gabon;1;26;68;179;71
Stade de Reims;Georgia;1;31;73;176;75
Stade de Reims;Mali;1;25;73;174;57
Stade de Reims;Senegal;1;27;73;190;85
Stade de Reims;Turkey;1;24;67;176;79
Stade Lavallois;Benin;1;27;67;179;78
Stade Lavallois;Cameroon;1;20;58;180;63
Stade Lavallois;Congo;1;29;65;183;75
Stade Lavallois;DR Congo;3;22.3333333333333;63;178.666666666667;71
Stade Lavallois;France;16;26.875;63.6875;180;73.25
Stade Lavallois;Gabon;1;25;69;185;85
Stade Lavallois;Mali;2;25.5;64;183;73.5
Stade Lavallois;Morocco;1;36;66;181;78
Stade Rennais;Albania;1;27;70;175;65
Stade Rennais;Algeria;3;25;69;183.333333333333;72.6666666666667
Stade Rennais;Bosnia Herzegovina;1;23;68;182;76
Stade Rennais;DR Congo;1;22;73;178;71
Stade Rennais;France;21;24.047619047619;69;179.714285714286;73.3809523809524
Stade Rennais;Ivory Coast;1;27;76;180;70
Stade Rennais;Lithuania;1;20;61;192;91
Stade Rennais;Mozambique;1;28;78;185;78
Stade Rennais;Portugal;2;25;74;178;70.5
Stade Rennais;Switzerland;1;30;76;179;70
Standard Liège;Algeria;1;25;75;192;86
Standard Liège;Belgium;11;23.3636363636364;66.2727272727273;182.363636363636;76.0909090909091
Standard Liège;Brazil;2;21.5;74.5;182;72.5
Standard Liège;Cameroon;2;27.5;71.5;167.5;70.5
Standard Liège;Cyprus;1;23;73;187;77
Standard Liège;Denmark;1;24;74;187;84
Standard Liège;DR Congo;1;25;72;169;59
Standard Liège;Haiti;1;29;71;175;74
Standard Liège;Morocco;1;19;63;185;82
Standard Liège;Portugal;1;28;73;188;85
Standard Liège;Romania;1;20;67;175;70
