Club;Nacionalidad;Jugadores;Promedio edad;Promedio Rating;Promedio Altura;Promedio Peso
KV Oostende;Turkey;1;19;58;178;70
KV Oostende;Zimbabwe;1;26;73;174;68
KVC Westerlo;Belgium;14;25.9285714285714;65.5714285714286;186;81.3571428571429
KVC Westerlo;Congo;1;20;68;191;81
KVC Westerlo;Denmark;1;28;66;173;76
KVC Westerlo;England;1;26;64;176;77
KVC Westerlo;Gabon;1;22;66;177;74
KVC Westerlo;Netherlands;2;23.5;66.5;182.5;81
KVC Westerlo;Serbia;1;26;66;187;78
KVC Westerlo;Sweden;2;19.5;64.5;185;81.5
KVC Westerlo;Trinidad & Tobago;1;27;70;183;88
La Equidad;Colombia;25;25.88;63.52;177.8;73.44
La Equidad;United States;1;25;63;185;70
La Equidad;Uruguay;2;26;62.5;183;80
LA Galaxy;Belgium;1;33;77;191;90
LA Galaxy;Bosnia Herzegovina;1;29;67;185;78
LA Galaxy;Costa Rica;1;22;57;178;70
LA Galaxy;England;1;36;73;176;66
LA Galaxy;France;3;25.3333333333333;64;180.333333333333;73
LA Galaxy;Ghana;1;23;66;167;70
LA Galaxy;Mexico;2;24.5;70;174;71
LA Galaxy;Portugal;1;23;71;177;74
LA Galaxy;United States;15;25.2666666666667;64.2666666666667;180.266666666667;75.5333333333333
La Spezia;Argentina;2;27.5;68.5;185;81
La Spezia;Brazil;1;33;72;183;78
La Spezia;Croatia;2;24.5;67.5;189;83.5
La Spezia;Hungary;1;21;61;182;80
La Spezia;Italy;17;24.7647058823529;63.9411764705882;181.411764705882;73.2941176470588
La Spezia;Nigeria;1;19;59;182;75
La Spezia;Spain;1;28;72;180;81
La Spezia;Uruguay;2;27;67;181;78
La Spezia;Venezuela;1;26;68;178;68
Lanús;Argentina;27;26.2962962962963;69.037037037037;179.259259259259;75.1481481481482
Lanús;Paraguay;2;24;66;183.5;77
Lanús;Uruguay;1;27;72;178;67
Latina;Croatia;1;26;62;176;75
Latina;France;1;19;52;187;85
Latina;Ghana;1;21;51;175;66
Latina;Italy;21;24.952380952381;62.5238095238095;182.52380952381;76.9523809523809
Latina;Kenya;1;29;72;183;84
Latina;Romania;1;24;64;185;81
Latina;Slovakia;1;20;58;188;79
Latina;Spain;1;22;66;185;78
Lazio;Albania;1;22;68;186;78
Lazio;Angola;1;25;77;180;77
Lazio;Argentina;1;31;82;178;63
Lazio;Belgium;1;22;73;186;77
Lazio;Bosnia Herzegovina;1;31;78;183;78
Lazio;Brazil;2;22.5;79;183;77.5
Lazio;Croatia;1;30;69;192;93
Lazio;Italy;7;25;70.1428571428571;184.142857142857;79.4285714285714
Lazio;Lithuania;1;19;52;188;80
Lazio;Netherlands;2;24;79.5;188.5;77.5
Lazio;Romania;1;30;79;183;79
Lazio;Senegal;2;21.5;72.5;184;79.5
Lazio;Serbia;3;27.6666666666667;78;186.666666666667;76
Lazio;Spain;2;23.5;73;183.5;73
Le Havre AC;Algeria;1;24;67;180;70
Le Havre AC;Benin;1;32;69;196;95
Le Havre AC;Cape Verde;1;24;69;192;85
Le Havre AC;Egypt;1;19;53;186;79
Le Havre AC;France;19;25.0526315789474;64.2105263157895;181.684210526316;75.3157894736842
Le Havre AC;Ghana;1;23;69;172;70
Le Havre AC;Hungary;1;22;67;188;84
Le Havre AC;Morocco;1;27;66;176;73
Lech Pozna?;Bosnia Herzegovina;1;30;70;193;80
Lech Pozna?;Croatia;1;28;72;188;82
Lech Pozna?;Denmark;2;29.5;68;186.5;76.5
Lech Pozna?;Ghana;1;28;70;188;76
Lech Pozna?;Poland;15;25.1333333333333;65.8;181.866666666667;75.2666666666667
Lech Pozna?;Romania;1;27;72;178;65
Lech Pozna?;Slovakia;1;32;69;195;91
Lech Pozna?;Switzerland;1;24;71;182;75
Lech Pozna?;Ukraine;1;24;68;174;66
Lechia Gda?sk;Bulgaria;1;23;70;185;78
Lechia Gda?sk;Canada;1;30;68;195;86
Lechia Gda?sk;Croatia;1;27;71;190;83
Lechia Gda?sk;Curacao;1;23;66;182;83
Lechia Gda?sk;Poland;15;27.6;66.1333333333333;180.2;72.6666666666667
Lechia Gda?sk;Portugal;3;28.3333333333333;70;185.666666666667;78
Lechia Gda?sk;Serbia;2;26;68.5;192;83
Lechia Gda?sk;Slovakia;2;25.5;69.5;188;81.5
Lechia Gda?sk;Slovenia;1;23;61;179;73
Leeds United;England;13;23.7692307692308;66.1538461538462;182.461538461538;74.8461538461538
Leeds United;France;1;23;69;183;79
Leeds United;Gambia;1;24;74;176;63
Leeds United;Guinea Bissau;1;18;68;177;74
Leeds United;Italy;1;26;70;191;80
Leeds United;New Zealand;1;25;74;191;95
Leeds United;Northern Ireland;1;25;70;183;81
Leeds United;Republic of Ireland;2;23;64.5;172.5;77
Leeds United;Scotland;3;24;67;183;78
Leeds United;Senegal;1;25;68;186;85
Leeds United;Spain;2;25.5;74.5;177.5;73.5
Leeds United;Sweden;2;25.5;72.5;190;86
Leeds United;Switzerland;1;28;71;179;72
Legia Warszawa;Belgium;1;28;77;183;79
Legia Warszawa;Brazil;1;25;73;170;70
Legia Warszawa;Croatia;1;17;56;188;76
Legia Warszawa;Czech Republic;2;27.5;72.5;189;80
Legia Warszawa;Finland;1;30;72;187;74
Legia Warszawa;France;2;24;62.5;180;77.5
Legia Warszawa;Georgia;1;24;75;174;78
Legia Warszawa;Ghana;1;20;57;190;82
Legia Warszawa;Hungary;1;21;68;174;69
Legia Warszawa;Nigeria;1;25;69;180;74
Legia Warszawa;Poland;13;27.4615384615385;68.2307692307692;184.153846153846;78.5384615384615
Legia Warszawa;Serbia;1;33;75;182;78
Leicester City;Algeria;2;27;83;183.5;70.5
Leicester City;Argentina;1;30;74;185;75
Leicester City;Austria;1;30;77;186;80
Leicester City;Denmark;2;24.5;69.5;189;78
Leicester City;England;11;23.6363636363636;68.2727272727273;180.909090909091;71.4545454545455
Leicester City;France;2;22;65;182;81.5
Leicester City;Germany;2;30;79;189;80.5
Leicester City;Ghana;1;22;74;183;78
Leicester City;Jamaica;1;33;77;185;93
Leicester City;Japan;1;30;77;174;70
Leicester City;Mali;1;26;74;191;87
Leicester City;Nigeria;3;21.3333333333333;69.3333333333333;182;71
Leicester City;Poland;2;28;70.5;182.5;74
Leicester City;Republic of Ireland;1;19;55;178;68
Leicester City;Tunisia;1;30;74;185;79
Leicester City;Wales;1;28;71;183;75
León;Argentina;5;29;72.8;184.4;78
León;Chile;1;26;71;177;78
León;Colombia;4;26.25;70;176.75;70.25
León;Mexico;19;24.6842105263158;64.1052631578947;175.157894736842;70.8947368421053
León;United States;1;28;69;187;73
Levante UD;Colombia;1;22;75;179;70
Levante UD;Montenegro;1;25;71;186;80
Levante UD;Spain;26;25.0769230769231;70.4230769230769;179.961538461538;74.0384615384615
Leyton Orient;Australia;1;27;66;190;94
Leyton Orient;England;19;22.0526315789474;54.1052631578947;181.947368421053;71.0526315789474
Leyton Orient;France;4;25.25;64;185.5;78.25
Leyton Orient;Netherlands;1;30;64;186;74
Leyton Orient;Northern Ireland;1;28;61;175;73
Leyton Orient;Portugal;1;20;53;177;65
Leyton Orient;Scotland;1;27;66;187;88
Lillestrøm SK;Kenya;1;33;67;184;82
Lillestrøm SK;Kosovo;1;27;57;179;80
Lillestrøm SK;Nigeria;2;20.5;60;176.5;74.5
Lillestrøm SK;Norway;15;23;58.2666666666667;180.2;75.2
Lillestrøm SK;Portugal;1;33;66;195;94
Lillestrøm SK;Slovakia;1;24;65;199;93
Liverpool;Austria;1;39;73;189;85
Liverpool;Belgium;2;25;79;189;81
Liverpool;Brazil;3;26.3333333333333;83;177;72.3333333333333
Liverpool;Cameroon;1;25;83;195;90
Liverpool;Croatia;1;27;82;188;84
Liverpool;England;13;22.9230769230769;72.6153846153846;178.615384615385;71.5384615384615
Liverpool;Estonia;1;31;78;187;85
Liverpool;Germany;2;23;80.5;187;84.5
Liverpool;Netherlands;1;26;81;175;74
Liverpool;Portugal;1;19;60;175;70
Liverpool;Republic of Ireland;1;18;60;189;72
Liverpool;Senegal;1;24;82;175;75
Liverpool;Serbia;1;20;71;191;82
Liverpool;Spain;1;24;76;171;65
Liverpool;Wales;3;19.3333333333333;60.6666666666667;177.333333333333;70
Lokomotiv Moscow;Brazil;2;29;77;181.5;78.5
Lokomotiv Moscow;Congo;1;29;74;181;70
Lokomotiv Moscow;Croatia;1;31;82;192;84
Lokomotiv Moscow;Finland;1;30;62;188;84
Lokomotiv Moscow;Georgia;1;25;73;196;87
Lokomotiv Moscow;Peru;1;32;79;178;84
Lokomotiv Moscow;Portugal;1;31;79;176;75
Lokomotiv Moscow;Russia;18;27.3888888888889;70.4444444444444;184.111111111111;76.7777777777778
Lokomotiv Moscow;Serbia;2;27.5;73;189;81.5
Lokomotiv Moscow;Ukraine;1;33;72;184;83
Lokomotiv Moscow;Uzbekistan;1;30;80;178;75
Longford Town;France;2;20;51.5;188;81
Longford Town;Republic of Ireland;22;23.0454545454545;52.0909090909091;180.590909090909;74.5
Longford Town;United States;1;27;56;179;85
LOSC Lille;Albania;1;18;59;182;72
LOSC Lille;Algeria;1;22;76;179;71
LOSC Lille;Brazil;1;19;67;191;80
LOSC Lille;Cameroon;1;23;72;184;81
LOSC Lille;France;11;25.8181818181818;71.4545454545455;179.272727272727;74.9090909090909
LOSC Lille;Haiti;1;20;53;180;75
LOSC Lille;Mali;2;20.5;60;175;69.5
LOSC Lille;Montenegro;1;34;77;190;86
LOSC Lille;Netherlands;2;21.5;74.5;186;82
LOSC Lille;Nigeria;1;34;82;182;87
LOSC Lille;Paraguay;1;24;65;185;83
LOSC Lille;Portugal;3;24;73.3333333333333;182.666666666667;76
LOSC Lille;Tunisia;1;24;71;173;75
Luton Town;England;21;23.0952380952381;57.8571428571429;180.571428571429;72.8095238095238
Luton Town;Malta;1;24;61;168;70
Luton Town;Northern Ireland;1;21;62;180;71
Luton Town;Republic of Ireland;2;26;62;182;72
Luton Town;Scotland;2;26.5;64.5;188;89
Lyngby BK;Denmark;23;26.5217391304348;61.2173913043478;181.95652173913;76.4782608695652
Lyngby BK;Iceland;1;30;67;184;80
Lyngby BK;Nigeria;1;28;66;192;82
Lyngby BK;Norway;1;25;68;184;76
Málaga CF;Argentina;1;36;78;184;78
Málaga CF;Brazil;1;32;77;177;75
Málaga CF;Burkina Faso;1;28;75;188;80
Málaga CF;Cameroon;1;33;81;186;86
Málaga CF;Morocco;1;19;70;192;78
Málaga CF;Portugal;1;36;72;175;71
Málaga CF;Scotland;1;21;59;185;75
Málaga CF;Serbia;1;29;74;186;80
Málaga CF;Spain;17;23;71.8823529411765;179.647058823529;72.1176470588235
Málaga CF;Ukraine;1;29;78;194;82
Málaga CF;Uruguay;3;26;74.3333333333333;176.333333333333;70
Málaga CF;Venezuela;4;23.25;75.75;179.5;72.75
Malmö FF;Denmark;2;27.5;73;180;76.5
Malmö FF;Norway;3;24.3333333333333;68.6666666666667;184.666666666667;76.3333333333333
Malmö FF;Peru;1;26;67;173;68
Malmö FF;Sweden;20;23.9;63.85;182.9;76.25
Malmö FF;Uruguay;1;23;62;188;96
Manchester City;Argentina;4;31;83;180;76.25
Manchester City;Belgium;2;27.5;86.5;187;76.5
Manchester City;Brazil;3;26.3333333333333;79.6666666666667;179;70
Manchester City;Chile;1;33;83;184;80
Manchester City;England;7;21;69.8571428571429;185.142857142857;73
Manchester City;France;4;26;71.5;175;67.5
Manchester City;Germany;2;23.5;82.5;182;78
Manchester City;Ivory Coast;1;33;84;189;90
Manchester City;Kosovo;1;22;66;185;82
Manchester City;Nigeria;1;20;76;187;77
Manchester City;Serbia;1;31;80;187;83
Manchester City;Spain;6;24.5;73;172.333333333333;68.3333333333333
Manchester Utd;Argentina;2;28.5;81;189.5;83.5
Manchester Utd;Armenia;1;28;86;177;75
Manchester Utd;Belgium;1;29;78;194;85
Manchester Utd;Ecuador;1;31;82;181;78
Manchester Utd;England;14;23.5;72.9285714285714;182.571428571429;74.4285714285714
Manchester Utd;France;2;22.5;85;187.5;80
Manchester Utd;Italy;1;27;80;182;70
Manchester Utd;Ivory Coast;1;22;83;187;77
Manchester Utd;Netherlands;2;23;76.5;185;75.5
Manchester Utd;Nigeria;1;18;61;174;72
Manchester Utd;Portugal;1;20;67;188;81
Manchester Utd;Republic of Ireland;1;20;54;191;78
Manchester Utd;Spain;3;27;86;181.666666666667;72.6666666666667
Manchester Utd;Sweden;1;35;90;195;95
Manchester Utd;Wales;1;18;64;180;74
Mansfield Town;Denmark;1;41;58;185;78
Mansfield Town;England;23;23.7391304347826;60.7826086956522;182.826086956522;75.1304347826087
Mansfield Town;France;1;28;63;189;85
Mansfield Town;Republic of Ireland;1;25;61;180;84
Mansfield Town;Scotland;2;31;62.5;180.5;80.5
Mar del Plata;Argentina;25;27.8;64.44;178.8;73.36
Mar del Plata;Uruguay;2;29.5;64.5;175.5;72
Marítimo;Armenia;1;28;70;177;73
Marítimo;Brazil;11;25.9090909090909;70.4545454545455;184.181818181818;81
Marítimo;Cameroon;1;27;68;183;84
Marítimo;Cape Verde;1;29;69;178;68
Marítimo;Ghana;1;26;63;180;72
Marítimo;Guinea;1;24;65;183;79
Marítimo;Guinea Bissau;1;24;65;184;75
Marítimo;Iran;1;23;62;186;86
Marítimo;Mozambique;2;25;69;174.5;69.5
Marítimo;Portugal;7;25;68.2857142857143;176.571428571429;71.4285714285714
Marítimo;Saudi Arabia;1;24;62;176;68
Marítimo;Turkey;1;28;75;180;75
Medipol Ba?ak?ehir;Bosnia Herzegovina;1;27;79;172;63
Medipol Ba?ak?ehir;Brazil;3;30.6666666666667;75;173.666666666667;69
Medipol Ba?ak?ehir;Ghana;1;22;64;180;80
Medipol Ba?ak?ehir;Italy;1;30;69;177;69
Medipol Ba?ak?ehir;Moldova;1;30;74;189;85
Medipol Ba?ak?ehir;Sweden;1;32;73;178;72
Medipol Ba?ak?ehir;Togo;1;33;77;191;82
Medipol Ba?ak?ehir;Turkey;17;28.5882352941176;71.3529411764706;182.411764705882;75.1764705882353
Melb. Victory;Australia;13;24.4615384615385;63.2307692307692;182.615384615385;78.4615384615385
Melb. Victory;England;1;20;52;193;82
Melb. Victory;FYR Macedonia;1;29;65;179;74
Melb. Victory;Kosovo;1;31;74;185;80
Melb. Victory;New Zealand;2;24;68;173;69
Melb. Victory;Spain;1;31;71;180;79
Melb. Victory;Tunisia;1;34;72;170;72
Melbourne City;Argentina;2;26.5;68.5;170;69
Melbourne City;Australia;18;24.6666666666667;62.1111111111111;178.055555555556;72.5555555555556
Melbourne City;Denmark;2;35.5;69;190;85
Melbourne City;France;1;17;52;170;65
Melbourne City;Malta;1;32;63;180;73
Melbourne City;Uruguay;1;29;76;174;68
Middlesbrough;Algeria;1;31;71;178;81
Middlesbrough;Benin;1;28;74;193;86
Middlesbrough;Brazil;1;26;75;172;65
Middlesbrough;Colombia;1;27;78;192;84
Middlesbrough;Denmark;1;22;75;180;71
Middlesbrough;England;17;23.0588235294118;64.7058823529412;179.764705882353;71.5294117647059
Middlesbrough;Greece;1;38;71;193;90
Middlesbrough;Netherlands;1;26;76;185;76
Middlesbrough;Scotland;1;20;59;185;70
Middlesbrough;Spain;5;28.4;76.6;184;79.2
Middlesbrough;United States;1;32;74;193;95
Middlesbrough;Uruguay;2;28;76.5;183.5;74.5
Milan;Argentina;3;27.3333333333333;76.3333333333333;182.333333333333;77.3333333333333
Milan;Chile;1;30;78;178;72
Milan;Colombia;2;30;80.5;183.5;77.5
Milan;Croatia;1;22;75;188;82
Milan;Italy;16;25.5625;75.0625;183.5625;75.75
Milan;Japan;1;30;78;182;76
Milan;Nigeria;1;26;65;175;65
Milan;Paraguay;1;23;76;185;85
Milan;Slovakia;1;30;79;186;84
Milan;Spain;2;23;81;177.5;71.5
Millonarios;Argentina;2;30;68;176;76
Millonarios;Colombia;24;26.0833333333333;67.3333333333333;179.541666666667;74.625
Millonarios;Uruguay;1;32;73;184;76
Millonarios;Venezuela;1;23;65;168;68
Millwall;Antigua & Barbuda;1;21;62;178;73
Millwall;Canada;1;20;52;191;79
Millwall;Comoros;1;32;63;175;70
Millwall;England;18;23.3333333333333;60.5;184.166666666667;79.2777777777778
Millwall;Jamaica;1;28;68;183;76
Millwall;Northern Ireland;1;25;66;175;66
Millwall;Republic of Ireland;3;24.3333333333333;60.3333333333333;185.333333333333;77
Millwall;Scotland;1;23;65;191;80
Millwall;Wales;1;33;67;188;85
MK Dons;Belgium;1;21;65;191;82
MK Dons;England;22;23.9545454545455;62.5909090909091;181.045454545455;73.6818181818182
MK Dons;Nigeria;1;17;59;180;70
MK Dons;Northern Ireland;1;25;64;172;67
MK Dons;Republic of Ireland;1;32;64;185;72
MK Dons;Scotland;1;21;63;191;75
MK Dons;Wales;1;24;66;180;70
Molde FK;Brazil;1;21;56;186;72
Molde FK;Cameroon;1;19;63;182;80
Molde FK;Denmark;1;24;66;182;75
Molde FK;Faroe Islands;1;22;61;197;88
Molde FK;Finland;1;29;71;186;79
Molde FK;Iceland;2;22.5;66.5;188;82
Molde FK;Norway;13;22;63.4615384615385;180.153846153846;73.4615384615385
Molde FK;Senegal;2;25.5;65.5;192.5;79.5
Molde FK;Sweden;3;26;65.6666666666667;184.333333333333;79
Monarcas Morelia;Argentina;3;31;71.3333333333333;176;73
Monarcas Morelia;Chile;3;26;72;181;77
Monarcas Morelia;Colombia;2;32.5;71;178.5;75.5
Monarcas Morelia;Ecuador;2;28.5;71;177.5;80.5
Monarcas Morelia;Mexico;17;28.5882352941176;66.7647058823529;176.176470588235;73.6470588235294
Monarcas Morelia;Peru;2;24;70.5;171.5;68.5
Monarcas Morelia;Uruguay;1;30;71;182;79
Monterrey;Argentina;4;29.25;74;183.25;79
Monterrey;Colombia;3;26;75.6666666666667;173.666666666667;77.3333333333333
Monterrey;Ecuador;2;33;71;182;72
Monterrey;Mexico;16;23.25;67.625;180;72.9375
Monterrey;Paraguay;2;28;75.5;174.5;69
Monterrey;United States;1;30;70;168;60
Monterrey;Uruguay;2;32;76;170;65
Montpellier HSC;Algeria;1;27;80;177;74
Montpellier HSC;Belgium;1;21;69;187;77
Montpellier HSC;Benin;2;27;75;179;79
Montpellier HSC;Brazil;1;39;79;180;78
Montpellier HSC;Chad;1;23;74;184;75
Montpellier HSC;Czech Republic;1;23;73;190;86
Montpellier HSC;DR Congo;1;27;67;188;82
Montpellier HSC;France;17;24;67.2352941176471;180.529411764706;76.1176470588235
Montpellier HSC;Mali;1;26;73;184;80
Montpellier HSC;Senegal;2;27.5;65.5;174;68.5
Montpellier HSC;South Africa;1;24;73;170;70
Montpellier HSC;Tunisia;1;21;72;185;69
Montreal Impact;Argentina;5;27.4;71.2;178;73.6
Montreal Impact;Belgium;1;31;78;184;70
Montreal Impact;Belize;1;24;64;180;75
Montreal Impact;Cameroon;1;25;71;175;68
Montreal Impact;Canada;8;23.25;60.625;178.125;75.25
Montreal Impact;France;1;33;68;188;86
Montreal Impact;Ghana;1;31;66;183;73
Montreal Impact;Italy;2;32.5;71.5;179.5;74
Montreal Impact;Scotland;1;27;66;186;82
Montreal Impact;United States;6;26.3333333333333;63.1666666666667;185.5;81.3333333333333
Morecambe;Australia;1;22;56;188;77
Morecambe;England;16;24.6875;58.0625;180.9375;73.125
Morecambe;Germany;1;24;60;178;75
Morecambe;Northern Ireland;1;22;58;183;72
Morecambe;Republic of Ireland;1;34;65;193;90
Moreirense;Angola;1;23;65;185;71
Moreirense;Brazil;9;27.8888888888889;69.1111111111111;182.888888888889;75.4444444444444
Moreirense;Burkina Faso;1;26;71;185;77
Moreirense;Cape Verde;1;26;66;180;74
Moreirense;Costa Rica;1;23;65;173;74
Moreirense;France;2;25;69.5;178.5;73
Moreirense;Georgia;1;26;68;190;85
Moreirense;Ghana;1;20;68;175;62
Moreirense;Portugal;8;27.25;67.625;179.625;73.625
Moreirense;Senegal;1;32;69;178;66
Moreirense;Serbia;1;29;68;192;86
Motherwell;Australia;2;26;61.5;179;77
Motherwell;England;8;24;61;183.75;75.625
Motherwell;Northern Ireland;1;19;51;178;63
Motherwell;Republic of Ireland;1;24;65;180;72
Motherwell;Scotland;17;25.2352941176471;59.0588235294118;180.705882352941;73.8823529411765
Motherwell;Wales;1;24;60;178;73
N.E.C.;Aruba;1;25;69;175;74
N.E.C.;Australia;1;21;65;174;69
N.E.C.;Austria;1;20;59;181;75
N.E.C.;Bosnia Herzegovina;1;25;73;193;85
N.E.C.;France;2;25.5;68.5;185.5;81
N.E.C.;Germany;4;24.75;66.5;178.75;75
N.E.C.;Morocco;1;25;66;185;79
N.E.C.;Netherlands;13;22.3846153846154;62.4615384615385;183.384615384615;75.5384615384615
N.E.C.;Nigeria;1;19;64;178;74
N.E.C.;Poland;1;25;69;186;80
N.E.C.;Portugal;1;21;68;174;63
N.E.C.;Sweden;2;22;65.5;181;76.5
Nacional;Algeria;1;26;68;185;76
Nacional;Brazil;4;27.25;69.75;182.75;75.5
Nacional;Cameroon;1;20;59;190;84
Nacional;Cape Verde;1;25;65;188;75
Nacional;Egypt;1;21;65;174;67
Nacional;Mozambique;1;20;66;178;68
Nacional;Portugal;13;24.9230769230769;67.1538461538462;180.153846153846;74.2307692307692
Nacional;Slovenia;1;31;66;175;71
Nacional;Venezuela;3;22.3333333333333;69.6666666666667;184.666666666667;75.6666666666667
Nagoya;Brazil;1;20;54;177;77
Nagoya;Japan;20;27.65;58.45;179.1;72.65
Nagoya;Sweden;1;25;69;199;93
Napoli;Albania;1;23;79;182;70
Napoli;Algeria;1;26;79;188;80
Napoli;Belgium;1;29;85;169;61
Napoli;Brazil;3;23.3333333333333;73;178;74.3333333333333
Napoli;Croatia;2;25;75;183;75.5
Napoli;Guinea;1;19;76;184;74
Napoli;Italy;8;26.75;75.25;179.75;73.625
Napoli;Poland;2;22.5;79;183;76.5
Napoli;Romania;1;27;78;184;75
Napoli;Senegal;1;25;83;195;89
Napoli;Serbia;1;25;80;193;82
Napoli;Slovakia;1;29;85;183;79
Napoli;Spain;3;31.6666666666667;82.6666666666667;185.333333333333;82.3333333333333
Necaxa;Argentina;5;29.8;70.2;177;75.2
Necaxa;Chile;5;29.2;71.4;173.6;74.2
Necaxa;Honduras;1;31;69;186;80
Necaxa;Mexico;11;27.8181818181818;64.9090909090909;176.454545454545;76.0909090909091
Necaxa;Uruguay;2;25.5;64.5;179.5;74
New England;Benin;1;23;60;183;79
New England;Canada;1;22;60;183;88
New England;Haiti;1;21;58;185;68
New England;Ivory Coast;2;28.5;69.5;178;70
New England;Jamaica;1;33;66;185;81
New England;Japan;1;34;64;178;70
New England;Lesotho;1;22;61;168;63
New England;Sierra Leone;1;32;75;188;75
New England;Slovenia;1;25;68;183;73
New England;United States;13;26.2307692307692;65.7692307692308;183.384615384615;76.6153846153846
New England;Uruguay;1;22;68;173;57
Newcastle Jets;Australia;19;24.4210526315789;60.1052631578947;183.842105263158;77.7368421052632
Newcastle Jets;China PR;1;28;58;180;68
Newcastle Jets;Croatia;2;23;62;177;73.5
Newcastle Jets;Denmark;1;33;66;177;70
Newcastle Jets;England;1;28;63;175;78
Newcastle Jets;Finland;1;29;63;189;87
Newcastle Utd;Australia;1;24;64;187;85
Newcastle Utd;Belgium;1;25;75;189;82
Newcastle Utd;DR Congo;1;22;76;182;82
Newcastle Utd;England;9;23.3333333333333;70.2222222222222;182;75
Newcastle Utd;France;2;27;72.5;178;75.5
Newcastle Utd;Ghana;1;25;75;172;68
